DeltaTime,MainCam_x,MainCam_y,MainCam_z,Quaternion_x,Quaternion_y,Quaternion_z,Quaternion_w,LeftController_x,LeftController_y,LeftController_z,Quaternion_x,Quaternion_y,Quaternion_z,Quaternion_w,RightController_x,RightController_y,RightController_z,Quaternion_x,Quaternion_y,Quaternion_z,Quaternion_w
0,0.009852663,1.64613,0.052216,0.004013857,0.003538451,0.01719711,-0.9998378,-0.1886051,0.7273102,0.02180611,0.6286149,0.0474169,-0.261587,0.7308674,0.220772,0.7341176,0.008950028,0.687423,-0.004285421,0.1519378,0.7101733
0.01353073,0.01006699,1.646158,0.05289856,0.004285571,0.003465655,0.01725368,-0.999836,-0.1885987,0.7273046,0.02180136,0.6286299,0.04742179,-0.2615692,0.7308606,0.220782,0.7341151,0.00895301,0.6874291,-0.004251717,0.1519535,0.7101642
0.02737236,0.0104132,1.646059,0.05356605,0.004657255,0.003501646,0.01747766,-0.9998303,-0.188583,0.7272943,0.02181172,0.6286636,0.04743464,-0.261591,0.7308229,0.2207851,0.7341103,0.008955221,0.6874406,-0.004294147,0.1519842,0.7101463
0.04132652,0.01070708,1.645952,0.05423023,0.004649511,0.003516665,0.0176825,-0.9998267,-0.1885739,0.7272894,0.02181268,0.6286725,0.04743386,-0.261596,0.7308136,0.2207831,0.7341115,0.008952867,0.6874188,-0.004286572,0.1520216,0.7101594
0.05522537,0.01090098,1.645703,0.05497446,0.004184151,0.003371379,0.01807318,-0.9998222,-0.1885574,0.7272862,0.0218152,0.6286647,0.04745695,-0.2615787,0.7308249,0.2207853,0.7341152,0.008955446,0.687418,-0.004275658,0.1520206,0.7101606
0.06920624,0.01124984,1.64545,0.05573612,0.003577237,0.003366024,0.01825703,-0.9998212,-0.18855,0.7272808,0.02180452,0.6286749,0.04744821,-0.261538,0.7308313,0.2207845,0.7341177,0.008965202,0.6874266,-0.004271227,0.1519478,0.7101678
0.08309937,0.01161299,1.645137,0.05648818,0.002539978,0.003202015,0.01838363,-0.9998227,-0.1874349,0.726851,0.0238658,0.629168,0.04856982,-0.2626766,0.7299244,0.2217859,0.7333459,0.01009099,0.6882927,-0.004079976,0.1513691,0.7094532
0.09706116,0.01206363,1.645101,0.05730951,0.001382558,0.002948958,0.01832631,-0.9998267,-0.1871399,0.7267362,0.02410613,0.6293949,0.04897789,-0.2627329,0.7296813,0.2219319,0.7332255,0.01030959,0.688432,-0.003998617,0.150845,0.7094302
0.1109161,0.0123505,1.645116,0.05826454,0.000946804,0.002466222,0.01823486,-0.9998302,-0.1868376,0.7266099,0.02433445,0.6296185,0.04943075,-0.2628802,0.7294047,0.2220935,0.7330969,0.01050473,0.6885505,-0.003828863,0.1504216,0.7094061
0.1248055,0.01277056,1.645144,0.0593146,0.001040821,0.002330528,0.01792813,-0.999836,-0.1866024,0.7265171,0.02452359,0.6297671,0.04977971,-0.2630403,0.7291949,0.2222875,0.7330657,0.01070381,0.6886834,-0.003485801,0.1500155,0.7093648
0.1387749,0.01315459,1.645453,0.06036411,0.001089176,0.0022019,0.01761332,-0.9998419,-0.1862771,0.7263995,0.02480138,0.6300753,0.05018091,-0.2633409,0.7287925,0.2224844,0.7330227,0.0108503,0.688894,-0.003355336,0.1497357,0.7092201
0.1526566,0.01352171,1.645369,0.06154389,0.002319961,0.002076789,0.01753477,-0.9998415,-0.1860094,0.7263348,0.02503404,0.6303154,0.050462,-0.2634889,0.728512,0.222644,0.7329993,0.01095547,0.6889849,-0.003359964,0.1496198,0.7091562
0.1666527,0.01394271,1.645047,0.06274616,0.002976481,0.002001898,0.01737385,-0.9998426,-0.1857664,0.7262998,0.02525571,0.6305155,0.05069554,-0.2636841,0.728252,0.2228348,0.7330073,0.01107051,0.6891525,-0.003311361,0.1493295,0.7090547
0.1805611,0.01436523,1.644659,0.06393559,0.00240877,0.002048734,0.01731242,-0.9998451,-0.1854085,0.726255,0.0256048,0.6307631,0.05093449,-0.2639952,0.7279081,0.2231502,0.7329492,0.01119265,0.6895018,-0.003117668,0.1488113,0.708825
0.1944923,0.01470159,1.644409,0.06522408,0.001491854,0.002104296,0.01723337,-0.9998482,-0.1850692,0.7262302,0.02596411,0.6308462,0.05114262,-0.2644552,0.7276544,0.2234347,0.7328875,0.01127825,0.6898079,-0.002893124,0.1482035,0.7086554
0.2084103,0.01522042,1.644141,0.06664965,0.001104506,0.002557227,0.01692485,-0.9998529,-0.1844698,0.7262539,0.02660913,0.630441,0.05180347,-0.2650846,0.7277299,0.2238231,0.7328397,0.01137826,0.6901833,-0.002416823,0.1472606,0.7084883
0.2223072,0.01576494,1.644035,0.0683352,0.0008077721,0.002853955,0.01584317,-0.9998701,-0.1834964,0.7263674,0.02758361,0.6295314,0.05288762,-0.2649462,0.7284892,0.2243372,0.732772,0.01149403,0.6906232,-0.001553485,0.1455924,0.7084067
0.2362461,0.01649595,1.644061,0.07011636,0.001090815,0.003451015,0.0147028,-0.9998854,-0.182307,0.7265793,0.02876962,0.628404,0.05416154,-0.2641346,0.729663,0.2248449,0.7327074,0.011701,0.6907442,-0.0007238369,0.1421301,0.708993
0.2501488,0.01713121,1.644557,0.07212415,0.0017022,0.003705865,0.01378405,-0.9998967,-0.181619,0.7267434,0.02946126,0.6285329,0.05436208,-0.2631847,0.7298801,0.2254169,0.7326089,0.0118301,0.6908711,0.000116813,0.1380108,0.7096832
0.263958,0.01791193,1.644361,0.07427523,0.004946612,0.004114989,0.01340613,-0.9998894,-0.1811269,0.7269146,0.03000472,0.6293187,0.05397585,-0.2621601,0.7296004,0.2262714,0.7324125,0.01165238,0.6915533,0.001683305,0.1350955,0.7095777
0.2781219,0.0186261,1.643664,0.07660115,0.008583948,0.004223688,0.01397982,-0.9998565,-0.1800961,0.7273023,0.03128142,0.6297075,0.05355153,-0.26038,0.7299336,0.227805,0.7320829,0.01078433,0.6948085,0.004274431,0.1302241,0.7072939
0.2920036,0.01944693,1.643507,0.07878944,0.01035807,0.004496378,0.01345416,-0.9998457,-0.1792111,0.7275763,0.03256981,0.6292428,0.05352768,-0.2591316,0.7307798,0.2289571,0.7316428,0.01048352,0.6954238,0.006014322,0.1283192,0.7070245
