DeltaTime,MainCam_x,MainCam_y,MainCam_z,Quaternion_x,Quaternion_y,Quaternion_z,Quaternion_w,LeftController_x,LeftController_y,LeftController_z,Quaternion_x,Quaternion_y,Quaternion_z,Quaternion_w,RightController_x,RightController_y,RightController_z,Quaternion_x,Quaternion_y,Quaternion_z,Quaternion_w
0,0.04097439,1.645028,0.08338267,0.01186561,0.01217697,0.02050742,-0.9996452,-0.1448656,0.7523715,0.108735,0.5801156,0.03348528,-0.04327784,0.8126941,0.2537225,0.7231573,0.061482,0.6147822,0.07450061,0.007074361,0.7851385
0.01403999,0.04141577,1.644914,0.08445109,0.01215496,0.01180709,0.02066217,-0.9996429,-0.1442943,0.7525806,0.1098126,0.5795317,0.03512037,-0.04295756,0.8130586,0.2553597,0.7225682,0.06116881,0.6181787,0.07671469,0.007599483,0.7822482
0.02786827,0.04195841,1.644729,0.08558338,0.01216486,0.01147213,0.02054519,-0.9996491,-0.1417031,0.7538412,0.1155662,0.5740635,0.04262114,-0.04433637,0.8164979,0.2562922,0.7231246,0.06263397,0.6137183,0.07916045,0.01190298,0.7854565
0.04174995,0.04254485,1.644757,0.08671898,0.01122721,0.0112385,0.01999684,-0.9996738,-0.1407452,0.7546152,0.1184311,0.5694294,0.04475249,-0.04747342,0.8194472,0.2591393,0.7243813,0.06474482,0.6065783,0.08204897,0.01448163,0.790646
0.05563545,0.04314102,1.644676,0.08787224,0.01083427,0.01090886,0.01956141,-0.9996905,-0.1402004,0.7553903,0.1209927,0.5653041,0.04545764,-0.04993562,0.822114,0.2613279,0.7258754,0.06700848,0.598238,0.08541315,0.01420094,0.7966268
0.06962585,0.04362839,1.644279,0.08929723,0.01116668,0.01042215,0.02016148,-0.99968,-0.1400152,0.7566172,0.12416,0.5602599,0.04376379,-0.05262946,0.825484,0.2640994,0.726854,0.0684734,0.5931792,0.09271356,0.01285325,0.7996109
0.08354187,0.04406093,1.644093,0.09055863,0.01049822,0.009844832,0.02093867,-0.9996772,-0.1396247,0.7575568,0.126559,0.5576797,0.04285558,-0.05326669,0.827236,0.2667047,0.7270049,0.06855439,0.5939113,0.1001114,0.0093608,0.7982227
0.09750938,0.0445735,1.644216,0.09187467,0.009365944,0.009480399,0.02138445,-0.9996825,-0.1388692,0.7582399,0.1285575,0.5571377,0.04309425,-0.05256549,0.8276336,0.2692156,0.7264746,0.06763743,0.5982656,0.1079126,0.001607712,0.7939966
0.1114235,0.04509893,1.644232,0.09308774,0.009212152,0.009271799,0.02177931,-0.9996774,-0.1377387,0.7586639,0.130235,0.5579591,0.04544482,-0.05337166,0.8269026,0.2712827,0.7260942,0.06709544,0.5999394,0.112802,-0.002123277,0.7920505
0.1252842,0.04553121,1.64443,0.09445271,0.00945073,0.008971696,0.02242289,-0.9996637,-0.1364815,0.7590296,0.1320943,0.5576921,0.04766905,-0.05604673,0.8267805,0.2726935,0.7260234,0.0669064,0.5995231,0.1136096,-0.002830687,0.7922481
0.1392155,0.04608063,1.645197,0.09564752,0.009131284,0.008796675,0.02236073,-0.9996696,-0.1350996,0.7589053,0.1336548,0.5593902,0.05042994,-0.05663706,0.8254282,0.2735282,0.7261918,0.0667273,0.5982178,0.1116196,-0.002691476,0.7935171
0.153162,0.04661743,1.645354,0.09691599,0.01064376,0.008670144,0.02224384,-0.9996583,-0.1345536,0.7587546,0.1350539,0.5611767,0.04984608,-0.05840614,0.8241267,0.274222,0.7262884,0.06622577,0.5983214,0.1091353,-0.001030588,0.7937884
0.1671181,0.04704554,1.645175,0.09815343,0.01233393,0.008227029,0.02229741,-0.9996415,-0.13464,0.7584559,0.1366176,0.5635375,0.04626284,-0.06314372,0.8223734,0.2725872,0.7261373,0.06574193,0.5997557,0.104779,0.002616891,0.7932891
0.1810627,0.04742808,1.644405,0.09930736,0.01235488,0.007514641,0.02232789,-0.9996461,-0.1348951,0.7583531,0.1382029,0.5634155,0.04284741,-0.06806649,0.8222494,0.2724019,0.7260745,0.06552564,0.6004931,0.1031771,0.004609956,0.792932
0.1949863,0.04788474,1.644024,0.1003436,0.01012217,0.006890226,0.02220274,-0.9996785,-0.1342053,0.7590126,0.1403144,0.559408,0.04381667,-0.07155562,0.8246349,0.275409,0.7257816,0.06471018,0.6028082,0.1028621,0.009690082,0.7911686
0.2088261,0.0483814,1.643795,0.1013147,0.008143923,0.006581305,0.02177901,-0.999708,-0.1320153,0.7604927,0.1427769,0.5522926,0.04992931,-0.07040295,0.8291703,0.2781807,0.7251265,0.06402265,0.6068242,0.1045143,0.01536244,0.7877851
0.2228508,0.04886061,1.643151,0.1024952,0.006914277,0.006010053,0.02099884,-0.9997376,-0.1291856,0.7616804,0.1442572,0.5489175,0.05802819,-0.06332619,0.8314518,0.2775329,0.7250391,0.06400662,0.6076355,0.1009194,0.01201107,0.7876866
0.2367458,0.04941956,1.642642,0.1036281,0.006062065,0.005589034,0.02027855,-0.9997604,-0.1269007,0.7619285,0.1450026,0.5504317,0.06429696,-0.05698213,0.830448,0.2769019,0.7253901,0.06426309,0.6063853,0.1007239,0.009659169,0.7887068
