DeltaTime,MainCam_x,MainCam_y,MainCam_z,Quaternion_x,Quaternion_y,Quaternion_z,Quaternion_w,LeftController_x,LeftController_y,LeftController_z,Quaternion_x,Quaternion_y,Quaternion_z,Quaternion_w,RightController_x,RightController_y,RightController_z,Quaternion_x,Quaternion_y,Quaternion_z,Quaternion_w
0,0.04564135,1.64667,0.09112425,0.04095421,0.01204983,0.01856056,-0.998916,-0.1888344,0.7597299,0.09207764,0.5831754,-0.06061132,-0.1147908,0.8019077,0.261978,0.7323892,-0.005344149,0.6795415,0.08237801,0.05269837,0.7270901
0.01400566,0.0471724,1.64602,0.09272333,0.04069187,0.01232871,0.01907738,-0.9989135,-0.1870127,0.7608783,0.09354402,0.5828351,-0.05846353,-0.1138125,0.8024537,0.2633693,0.7326082,-0.002574437,0.6752071,0.08472911,0.04884232,0.7311161
0.02786064,0.04858302,1.645298,0.09441245,0.0399566,0.01225047,0.02061509,-0.9989136,-0.1851543,0.7626739,0.09513667,0.5801264,-0.05447398,-0.1141817,0.8046418,0.2649951,0.7330121,0.001381506,0.6700347,0.09058955,0.04157551,0.7356076
0.04185104,0.05011591,1.64429,0.09618238,0.03867772,0.0123855,0.02142693,-0.9989452,-0.1834656,0.764666,0.0968748,0.5750432,-0.05069052,-0.113221,0.8086637,0.2667821,0.7331715,0.005574368,0.6660246,0.09930783,0.02912545,0.7387157
0.05566978,0.05185345,1.643387,0.09795744,0.03723394,0.01300935,0.02025577,-0.9990166,-0.1822654,0.7665654,0.09829712,0.5686916,-0.04999305,-0.1096284,0.8136782,0.2684109,0.7329675,0.009553547,0.6631846,0.107065,0.01656781,0.7405734
0.06958389,0.05366606,1.642736,0.09976159,0.03639156,0.01430927,0.01796095,-0.9990737,-0.182049,0.7675574,0.09820093,0.5640749,-0.05463728,-0.1009695,0.8177038,0.2697418,0.7323176,0.01533976,0.660143,0.1084805,0.01080179,0.7431868
0.08355331,0.05562893,1.642294,0.1015558,0.03606995,0.01527829,0.01597184,-0.9991049,-0.1822173,0.7675799,0.09722602,0.5631889,-0.06162746,-0.09150817,0.8189302,0.270784,0.731897,0.02189423,0.6561511,0.1046586,0.01131827,0.7472512
0.09742928,0.05766717,1.641734,0.1034094,0.0365703,0.015508,0.01436544,-0.9991075,-0.1833011,0.7662408,0.09428079,0.5667579,-0.07267948,-0.08040109,0.8167244,0.272502,0.7319518,0.03131371,0.6482512,0.1027282,0.01276573,0.7543569
0.1113663,0.05955777,1.64062,0.1053898,0.03686902,0.01493707,0.01325176,-0.9991206,-0.1851487,0.7638415,0.08927891,0.5746877,-0.08453038,-0.07375862,0.8106469,0.2757272,0.7324667,0.04282537,0.6408091,0.1132251,0.007188237,0.7592708
0.1252537,0.06134069,1.639073,0.1072388,0.03635015,0.01431466,0.01113854,-0.9991745,-0.1866179,0.7619108,0.0846118,0.5814191,-0.09268999,-0.07140779,0.8051468,0.2788147,0.732829,0.05351475,0.6360663,0.1284106,-0.006974986,0.7608429
0.1392193,0.0631563,1.63747,0.1087283,0.03438987,0.01427462,0.007789731,-0.9992762,-0.1884975,0.7597528,0.0787562,0.5888336,-0.09961432,-0.0747996,0.7985969,0.2816635,0.7338198,0.06867267,0.627986,0.145875,-0.02577292,0.7639961
0.1531525,0.06491438,1.635836,0.1102608,0.03265198,0.01444881,0.004593642,-0.9993518,-0.1901344,0.7576724,0.07239798,0.5939297,-0.1034977,-0.08008463,0.7938024,0.2828699,0.7353011,0.0846817,0.6147674,0.1480231,-0.03129345,0.7740614
0.1670341,0.06679069,1.634301,0.1120871,0.03196336,0.01522553,0.001435745,-0.9993721,-0.1912355,0.755886,0.06716277,0.5965635,-0.1066279,-0.08367991,0.7910374,0.2827294,0.7367458,0.1011183,0.6026824,0.1405481,-0.03103326,0.784893
0.1809597,0.06863071,1.633264,0.1141719,0.032166,0.01627655,-0.002172928,-0.9993476,-0.1924313,0.7537527,0.06140261,0.5990224,-0.1110796,-0.08725973,0.7881746,0.2813789,0.7384507,0.1199859,0.5910972,0.1248143,-0.02413816,0.7965192
0.194912,0.07022766,1.631694,0.1166139,0.03579937,0.01730709,-0.004074281,-0.9992008,-0.193537,0.7513158,0.05510413,0.6017702,-0.1180896,-0.08671617,0.7851164,0.2800805,0.7407733,0.1416065,0.5784562,0.1081978,-0.01322901,0.8083977
0.2088451,0.0719907,1.63049,0.1190028,0.0389129,0.0173576,-0.004652808,-0.999081,-0.1945202,0.7487519,0.04862916,0.6057063,-0.1277106,-0.08170038,0.7811114,0.2801537,0.7442278,0.1636601,0.5643156,0.1012467,-0.006358732,0.8193026
